,date,account_value
175,2021-01-23,1158137.1568195575
176,2021-01-24,1157934.0335252197
177,2021-01-25,1157728.0258262567
178,2021-01-26,1156178.9201868563
179,2021-01-27,1138114.159120225
180,2021-01-28,1150610.3530460445
181,2021-01-29,1128840.3386667452
182,2021-01-30,1136063.8581344194
183,2021-01-31,1136012.9885815326
184,2021-02-01,1135962.1190286456
185,2021-02-02,1155911.8235549517
186,2021-02-03,1158104.3726721928
187,2021-02-04,1176708.881619077
188,2021-02-05,1182225.7505603419
189,2021-02-06,1193588.1698013851
190,2021-02-07,1193579.6077338038
191,2021-02-08,1193571.4887898609
192,2021-02-09,1194186.6389041455
193,2021-02-10,1192843.8381995554
194,2021-02-11,1192064.9002837534
195,2021-02-12,1195018.866077363
196,2021-02-13,1200897.228111207
197,2021-02-14,1200897.228111207
198,2021-02-15,1200897.228111207
199,2021-02-16,1200897.228111207
200,2021-02-17,1198525.9927367563
201,2021-02-18,1193675.8815497751
202,2021-02-19,1199469.4805602427
203,2021-02-20,1201963.9455985422
204,2021-02-21,1201963.9455985422
205,2021-02-22,1201963.9455985422
206,2021-02-23,1206588.8379058237
207,2021-02-24,1232708.9518203135
208,2021-02-25,1206685.1342048044
209,2021-02-26,1187104.6259040232
210,2021-02-27,1216366.4291762705
211,2021-02-28,1216366.4291762705
212,2021-03-01,1216366.4291762705
213,2021-03-02,1213622.9732870266
214,2021-03-03,1219776.19854519
215,2021-03-04,1205628.809137292
216,2021-03-05,1225288.9656906673
217,2021-03-06,1242222.2439995357
218,2021-03-07,1242222.2439995357
219,2021-03-08,1242222.2439995357
220,2021-03-09,1237640.6470108577
221,2021-03-10,1264003.3879662105
222,2021-03-11,1272577.4635696956
223,2021-03-12,1292303.1866455623
224,2021-03-13,1299494.7791557857
225,2021-03-14,1299494.7791557857
226,2021-03-15,1299494.7791557857
227,2021-03-16,1282288.41349035
228,2021-03-17,1298187.7523804256
229,2021-03-18,1287989.9889374324
230,2021-03-19,1275066.6075478145
231,2021-03-20,1273434.1468735286
232,2021-03-21,1273434.1468735286
233,2021-03-22,1273434.1468735286
234,2021-03-23,1251840.3166695186
235,2021-03-24,1253962.307830865
236,2021-03-25,1270442.0648804256
237,2021-03-26,1284240.2291489192
238,2021-03-27,1289917.3937912532
239,2021-03-28,1289917.3937912532
240,2021-03-29,1289917.3937912532
241,2021-03-30,1287212.9634705135
242,2021-03-31,1281833.031635339
243,2021-04-01,1286888.4833298274
244,2021-04-02,1304037.4912796565
245,2021-04-03,1304037.4912796565
246,2021-04-04,1304037.4912796565
247,2021-04-05,1304037.4912796565
248,2021-04-06,1300702.1818199703
249,2021-04-07,1300341.9134102412
250,2021-04-08,1299446.7500000545
251,2021-04-09,1306516.0702477046
252,2021-04-10,1303079.9817810603
253,2021-04-11,1303079.9817810603
254,2021-04-12,1303079.9817810603
255,2021-04-13,1300469.3452454158
256,2021-04-14,1301517.190971429
257,2021-04-15,1306279.0612640926
258,2021-04-16,1312049.9817772456
259,2021-04-17,1303021.415203149
260,2021-04-18,1303021.415203149
261,2021-04-19,1303021.415203149
262,2021-04-20,1285173.6055565425
263,2021-04-21,1294972.446628625
264,2021-04-22,1286925.0947685787
265,2021-04-23,1287670.3468475887
266,2021-04-24,1292152.8423996517
267,2021-04-25,1292152.8423996517
268,2021-04-26,1292152.8423996517
269,2021-04-27,1292698.3915329524
270,2021-04-28,1280583.3643036433
271,2021-04-29,1290781.657199914
272,2021-04-30,1287164.7054291316
273,2021-05-01,1295076.6487999507
274,2021-05-02,1295076.6487999507
275,2021-05-03,1295076.6487999507
276,2021-05-04,1295517.1030617305
277,2021-05-05,1296755.2743835994
278,2021-05-06,1305964.6190414974
279,2021-05-07,1319772.2781487056
280,2021-05-08,1320887.9780617305
281,2021-05-09,1320887.9780617305
282,2021-05-10,1320887.9780617305
283,2021-05-11,1301361.1944008418
284,2021-05-12,1274144.756835992
285,2021-05-13,1290513.0945282527
286,2021-05-14,1306135.8470612117
287,2021-05-15,1305120.5573463985
288,2021-05-16,1305120.5573463985
289,2021-05-17,1305120.5573463985
290,2021-05-18,1294545.126884515
291,2021-05-19,1287003.202854211
292,2021-05-20,1296969.9786186763
293,2021-05-21,1305474.1139488765
294,2021-05-22,1313188.0098000118
295,2021-05-23,1313188.0098000118
296,2021-05-24,1313188.0098000118
297,2021-05-25,1310683.4230042049
298,2021-05-26,1311879.0721626827
299,2021-05-27,1327324.6355324336
300,2021-05-28,1325322.5791359493
301,2021-05-29,1334277.7563515254
302,2021-05-30,1334277.7563515254
303,2021-05-31,1334277.7563515254
304,2021-06-01,1334277.7563515254
305,2021-06-02,1335225.123695428
306,2021-06-03,1331762.141891534
307,2021-06-04,1335069.4622269222
308,2021-06-05,1333582.917003686
309,2021-06-06,1333582.917003686
310,2021-06-07,1333582.917003686
311,2021-06-08,1333393.2175674983
312,2021-06-09,1323455.6080170223
313,2021-06-10,1324699.9944077083
314,2021-06-11,1326854.1320419856
315,2021-06-12,1319883.1955185481
316,2021-06-13,1319883.1955185481
317,2021-06-14,1319883.1955185481
318,2021-06-15,1320604.2593651363
319,2021-06-16,1309214.218200738
320,2021-06-17,1296482.8549347469
321,2021-06-18,1274759.2957001277
322,2021-06-19,1302515.91525274
323,2021-06-20,1302515.91525274
324,2021-06-21,1302515.91525274
325,2021-06-22,1301201.8799896785
326,2021-06-23,1300863.391197259
327,2021-06-24,1316508.269977624
328,2021-06-25,1330677.0765762874
329,2021-06-26,1329346.4385220536
330,2021-06-27,1329115.332674123
331,2021-06-28,1328881.664300958
332,2021-06-29,1326575.8688485464
333,2021-06-30,1332301.9959206744
334,2021-07-01,1340294.3946700487
335,2021-07-02,1345185.9319790087
336,2021-07-03,1335531.0146539393
337,2021-07-04,1335466.915567773
338,2021-07-05,1335403.302871606
339,2021-07-06,1335345.4247432377
340,2021-07-07,1337867.5223364078
341,2021-07-08,1332268.661713834
342,2021-07-09,1353055.893118169
343,2021-07-10,1358240.8524481251
344,2021-07-11,1358235.0313400012
345,2021-07-12,1358235.0313400012
346,2021-07-13,1346177.9752486926
347,2021-07-14,1348175.2450851183
348,2021-07-15,1351031.055624364
349,2021-07-16,1336155.855169652
350,2021-07-17,1298792.8235229235
351,2021-07-18,1298792.8235229235
352,2021-07-19,1298792.8235229235
353,2021-07-20,1327584.7070373278
354,2021-07-21,1341362.9680999499
355,2021-07-22,1336752.7869323473
356,2021-07-23,1344985.2320541125
357,2021-07-24,1350218.7889922839
358,2021-07-25,1350218.7889922839
359,2021-07-26,1350218.7889922839
360,2021-07-27,1349303.4097884875
361,2021-07-28,1347780.65786588
362,2021-07-29,1354330.2598022204
363,2021-07-30,1347845.22843015
364,2021-07-31,1342013.0263122302
365,2021-08-01,1342013.0263122302
366,2021-08-02,1342013.0263122302
367,2021-08-03,1350499.5175460558
368,2021-08-04,1334096.3098891955
369,2021-08-05,1346581.3857711535
370,2021-08-06,1350610.8856414538
371,2021-08-07,1347964.8236755114
372,2021-08-08,1347964.8236755114
373,2021-08-09,1347964.8236755114
374,2021-08-10,1353193.6477798205
375,2021-08-11,1363515.1852782946
376,2021-08-12,1361250.176794408
377,2021-08-13,1357609.3269866686
378,2021-08-14,1357957.8762115221
379,2021-08-15,1357957.8762115221
380,2021-08-16,1357957.8762115221
381,2021-08-17,1346224.144697545
382,2021-08-18,1329933.9983962756
383,2021-08-19,1318597.1456893664
384,2021-08-20,1323879.0908035021
385,2021-08-21,1335239.2351745348
386,2021-08-22,1335239.2351745348
387,2021-08-23,1335239.2351745348
388,2021-08-24,1337981.0070708971
389,2021-08-25,1344609.0568984728
390,2021-08-26,1335301.73674619
391,2021-08-27,1348052.1250365954
392,2021-08-28,1338146.3637222033
393,2021-08-29,1338146.3637222033
394,2021-08-30,1338146.3637222033
395,2021-08-31,1341243.2881377917
396,2021-09-01,1337227.560247777
397,2021-09-02,1340499.8150542956
398,2021-09-03,1331391.608686803
399,2021-09-04,1317072.2776778918
400,2021-09-05,1317072.2776778918
401,2021-09-06,1317072.2776778918
402,2021-09-07,1317072.2776778918
403,2021-09-08,1316075.6280044299
404,2021-09-09,1314888.713247655
405,2021-09-10,1306829.2822173815
406,2021-09-11,1318866.0701965075
407,2021-09-12,1318866.0701965075
408,2021-09-13,1318866.0701965075
409,2021-09-14,1305576.122999547
410,2021-09-15,1314396.2317107897
411,2021-09-16,1312141.4074920397
412,2021-09-17,1311396.3750213366
413,2021-09-18,1289326.8907760363
414,2021-09-19,1289326.8907760363
415,2021-09-20,1289326.8907760363
416,2021-09-21,1288904.2291702013
417,2021-09-22,1308694.5989288073
418,2021-09-23,1330556.3986953478
419,2021-09-24,1329765.0121825915
420,2021-09-25,1334315.2578262072
421,2021-09-26,1334315.2578262072
422,2021-09-27,1334315.2578262072
423,2021-09-28,1313894.817091344
424,2021-09-29,1321316.0974792223
425,2021-09-30,1298625.1895660143
